"","X","AD","AL","AT","BA","BE","BG","BY","CH","CY","CZ","DE","DK","EE","EL","ES","FI","FO","FR","GG","HR","HU","IE","IM","IS","IT","JE","LI","LT","LU","LV","MC","MD","ME","MK","NL","NO","PL","PT","RO","RS","SE","SI","SK","SM","TR","UA","UK","VA"
"581","2006-05",-1.6854395310084,-0.26750098898298,1.04851570820705,1.50821106626413,-0.210191737665375,1.17628065013328,-1.10031760786511,-0.181003357482408,-0.971460417069887,0.73229880743317,-0.424476247631915,-0.421601205881388,-0.910502135995172,0.348758577231763,-1.4978851095727,-0.052472372580562,0.00469375199209603,-0.955984250862551,-0.663428962230682,1.51422053516398,1.45025486125866,-0.651033659821787,0.201551282847369,0.866175293257382,-0.943663686751679,-0.859882235527039,1.60949349403381,-1.43705868310669,-0.506474644184113,-1.38786136121359,-0.852026402950287,0.863285962571974,0.844823884578487,0.510277305037079,0.162232863480134,0.269249188909793,-0.863594399466644,-1.11207294667507,1.1819153234246,0.88581742443778,-0.237127488570152,1.45897227668588,0.989223462803628,-1.51296782493591,-0.982142966461657,0.223341916532996,-0.262995231849351,NA
"582","2006-06",-1.1826510032018,0.026884731815502,1.38462869918706,1.65212663182198,-0.313761370900024,1.73014791633293,-1.33754482293664,-0.289602824680596,-0.972481192726838,0.805059683686137,-0.506889264943737,-0.782710443610794,-1.39716405234634,0.663033297669319,-1.26947277871754,-0.521059023298049,0.016333955465742,-0.971232476441518,-0.9695103764534,1.62430465630845,1.8921224861634,-0.966977700152877,-0.0492205029284513,0.747629730385216,-0.777454904687834,-1.169353723526,1.45623874664307,-2.00803786277771,-0.469068194389343,-2.00660037333769,-0.852236270904541,0.791326091200432,0.983790393492476,0.987668622658329,-0.171406099430535,0.171546919892957,-0.90853854342919,-0.711746357920531,1.32304529532488,1.32168916574242,-0.548429746306811,1.28737223347728,1.65936499667317,-1.91168320178986,-1.13345676269526,0.178298463049529,-0.570038866669786,NA
"583","2006-07",-1.22651765346527,-0.0360885873005201,0.136910203295593,1.28780705588956,-0.997945521212401,0.730567557646277,-1.52276810700889,-0.675545670142369,-0.905240869835803,-0.236040658881228,-1.2654756915034,-1.22411022155121,-2.21462836603614,0.381933831084093,-1.17719269577396,-1.52273226181982,0.194160284504058,-0.861296479378936,-1.04888832569122,0.852434767050701,0.777457223113241,-1.24986030728249,-0.180154528744795,0.658655094340492,-0.748752313179019,-1.1881844997406,1.12663686275482,-2.35229714286571,-1.32404186820984,-2.67875510363058,-0.888383090496063,0.688436770505223,0.822244293110485,0.15866702897554,-1.12798828922334,0.152515405389272,-2.03599968896549,-0.647408333496606,0.653128152789924,0.551291970392688,-1.0953350331783,-0.0482427444766081,0.302945253648066,-1.0889458656311,-1.02839298156027,-0.055899569395085,-0.813030496525747,NA
"584","2006-08",-1.371879529953,0.606575610751083,0.205844928761388,1.56177779773064,-0.352584853325881,0.490867386000543,-1.00867856445762,-0.245820391395424,-0.838457022685754,0.0914440235664847,-0.862142092573949,-0.553917058246807,-2.5707704414878,0.400861538276119,-1.18599435288992,-2.26268186813551,-0.0539284978830625,-0.51903414019763,-0.9696084856987,1.01131382111038,0.635620430395845,-1.34927518609803,-0.0403346113032765,0.377952398457879,-0.679918581825537,-1.17793774604797,1.19156467914581,-2.39119305263571,-0.638192932605743,-2.55651142179935,-0.833293497562408,0.452589154655729,1.21255916302675,0.162050859770647,-0.691599841169565,-0.167742232277495,-1.30468668808246,-0.633473435130638,0.499699771163753,0.474840690430102,-1.31537575915324,0.0200712787267931,0.282595796836443,-1.30743849277496,-1.15713106253508,0.152391100743061,-0.751697367973538,NA
"585","2006-09",-1.25235602855682,0.990741466751948,0.0392665165467234,1.43011706660108,-0.715946881925999,0.74121329597181,-0.5594346247398,-0.175329365871448,-0.944435557409337,-0.123474595357554,-1.04300299317315,-0.561550357112002,-2.73552877732261,0.788571971611323,-1.02370007088982,-2.20755769021739,-0.32486263154045,-0.47873242040616,-0.824957668781281,0.680918571207987,0.244619289198434,-0.832967817696729,0.281034160543371,0.149725625840079,-0.607062175599294,-0.94922411441803,1.73334145545959,-2.04956173261007,-0.867736065387726,-2.4648647043475,-1.21775996685028,0.379805611329159,1.29510444817851,0.42513937984563,-1.01003552482265,-0.301119395606094,-1.44244151005987,-0.380463112678412,0.317614011522563,0.321602840765853,-1.06964543225511,-0.527000166911668,-0.137606278671601,-0.70493221282959,-1.07860726338266,0.407259720681513,-0.652736810416517,NA
"586","2006-10",-1.13966541290283,0.655655382977806,0.17748710273809,0.636455104369851,-0.664751412777532,0.597608558654748,-0.282652390195435,-0.179287821026427,-0.466860424138998,0.0805126856718359,-0.896391443411624,-0.106542900628229,-1.93516069712229,1.2489284427728,-0.971962410037262,-1.24684407481731,-0.874831691620842,-0.474254738688203,-0.723506808280945,0.0858627262516349,0.334776205420173,-0.924356443698483,-0.42681121163898,-0.125828121768317,-0.854309709001583,-0.864410579204559,1.51570332050323,-1.35365427954667,-0.674062922477722,-1.38407610731497,-1.87742793560028,0.228931688153062,0.741770963022365,0.622993549984285,-0.784284157220457,-0.13386031677895,-1.03005007709391,-0.051653191958718,0.223125555513579,0.291043250679512,-0.425736203350739,-0.771947631722907,-0.102333851860125,-0.831254184246063,-0.700696648682368,0.371976018081424,-0.707462639244527,NA
"587","2006-11",-1.61430209477743,0.374351017364124,0.134194935689129,-0.058695823448198,-0.613524539398769,0.258183719304833,-0.384294281064224,-0.12967067355117,-0.835982662282492,-0.000667110539050472,-0.880540337880533,0.141916367381141,-1.92068780961307,0.532258167493908,-0.71695879572431,-1.61470769955951,-0.47410754173521,-0.576143850934916,-0.399489134550095,-0.534339024364485,0.162819456548144,-0.50572559623604,0.0824040740176483,0.260299203090274,-1.27688891099026,-0.562216639518738,1.661177277565,-1.0584210513076,-0.4467933177948,-1.16009139994225,-2.18967580795288,-0.162001225206466,0.285842917751441,0.489389591887324,-0.810203820890416,-0.0689971495331449,-0.736402965986191,0.648499448237577,0.020172623601574,0.14114424628386,-0.133760388252363,-1.05921543292693,-0.173346156546932,-1.45896971225739,-0.82470788802334,0.281285479183669,-0.472157750476407,NA
"588","2006-12",-1.85204100608826,0.157786046497068,-0.390889203965094,-0.80106811459519,-0.45701869944465,0.0828578178394413,-0.906640914641321,-0.121187414484873,-0.550307012623862,-0.515434284616685,-1.06701368461153,0.348963147794908,-1.70088114571138,0.319948599691313,-0.797144879207394,-1.55614420729923,-0.562455238803985,-0.534010330191932,-0.140548437833786,-1.19576699704383,-0.442834577766461,0.0803083106794977,0.781290725425438,0.521573425673212,-1.24986905142583,-0.320835411548615,1.03524839878082,-1.21732845299909,-0.443009145259857,-1.24667947265306,-2.57477903366089,-0.29958892918095,-0.138523633770025,0.423894315635254,-0.722433495782112,0.301486043962984,-1.50340782670052,0.847841942278844,-0.196244735840098,-0.0508303234103371,0.0561226874023808,-1.59677367508089,-1.32341840033865,-1.5651376247406,-1.10087478302743,-0.212723405818867,-0.0983993998760807,NA
"589","2007-01",-2.75072536468506,0.100327255127401,-0.335849980744,-0.670887041511466,-0.049581091368088,0.0742283970309413,-0.194650557360801,0.234409032349891,-1.50514070172059,-0.32663728803457,-0.62912153459899,1.17128995407396,-0.488391440299694,-0.298916881026504,-0.993636730203639,-0.92075383530341,-0.367846724059847,-0.521353919705306,0.405968099832535,-1.1414876066986,-0.348016993641285,0.625256943653386,1.49095117162775,0.232286960820868,-1.32752408960345,0.278911858797073,1.83870458602905,-0.352772920121546,0.0172902063727379,-0.247833121476649,-2.28252625465393,-0.382270494782984,0.160470308393092,0.331016008147049,-0.0781690903822255,0.850735425990935,-0.739438768348696,0.679040916349094,-0.149019465154872,-0.0157192446456432,0.657590308201543,-1.53936464844003,-0.702313038843659,-1.57175076007843,-1.51902757002487,0.0124645654020176,0.424986302285175,NA
"590","2007-02",-2.26533128420512,0.164875283626168,-0.294460111209632,-0.48135642024926,0.115111874596074,-0.097380206418049,-0.0747571969928478,0.199569056443696,0.320455222130802,-0.430126320667493,-0.469461150977212,1.31640871309033,-0.535432299157611,-0.395180649385252,-0.945765709283629,-0.874717148930086,-0.126119301783749,-0.365316500706167,0.877668559551239,-0.871044867833931,-0.35601163017517,0.998939356846883,1.7132719622718,0.156028183331635,-1.36128042050611,0.791430175304413,2.63588190078735,-0.303120277246245,0.449083824157715,-0.1910394223944,-2.64028811454773,-0.164426025611545,0.26700112546113,0.268406575256522,0.101479544412711,0.61884909951999,-0.708291698743101,0.912997730240693,-0.168092685704591,-0.0310418769880327,0.646705510430255,-1.14640612030081,-0.65761560373891,-1.45540642738342,-1.73616685306938,-0.041474614629718,0.741529041712898,NA
"591","2007-03",-2.93249699274699,0.131557725599179,-0.307798876761649,-0.127293981734206,0.0256222235350358,-0.443060106352017,-0.510921188110479,-0.330497596671464,0.181184358659543,-0.717604972879482,-0.613497457836944,1.09171393399864,-0.719998161545694,-0.49247979553178,-0.99996471940169,-0.88894257862109,0.195127238356878,-0.625004149599012,0.745490968227386,-0.565971778032847,-0.281515451844109,0.687280752792829,0.99474326327995,0.389093529504703,-1.38080563190089,0.774330258369446,1.03440773487091,-0.429661510336359,0.312017177641392,-0.379688053648147,-2.46291494369507,-0.751000977243761,0.163940173995436,0.236570684440999,-0.0511721351367162,0.646955663163033,-0.738712846531325,0.343226040469394,-0.556255651733758,-0.0681851521926141,0.539738848385958,-1.1065285921678,-0.625603747977593,-1.71939361095428,-1.7961906225712,-0.612969872781176,0.471549891858604,NA
"592","2007-04",-1.63910842736562,-0.126235432186831,-1.25554843556914,-0.601318075201603,-0.358957997719504,-0.841175235593886,-0.592932445480028,-1.46722650455266,0.229635863241396,-1.47914776365807,-1.34860710265471,0.691986909402812,-0.691040535937899,-0.680816788573114,-0.537731591556169,-0.959657389851041,0.158633554029086,-0.75632976366082,0.55142068862915,-1.23723126476314,-0.900868504061389,0.388383731492148,0.581122246053484,0.517205644105217,-1.5646854270891,0.566378891468048,0.264850229024887,-0.490882333022397,-0.0936461758315563,-0.41601467439409,-2.27527904510498,-0.889963872571239,-0.313509845049746,-0.249707307962412,-0.510980183812357,0.721230665892651,-1.14376133070677,0.476675082468475,-1.00214426205009,-0.662616915790862,0.258217970393576,-2.20294320693125,-1.2515172525136,-2.08956909179688,-1.74343059414361,-0.738209677078314,0.146371043153714,NA
"593","2007-05",-1.02787403265635,0.125862620164629,-1.42985984753002,-0.61570221141543,-0.51020268318725,-0.485489817521167,-0.777509709285967,-1.02132029968281,0.899738829190794,-1.89703843271207,-0.979050909535191,0.640093926019616,-0.434784552621903,-0.200809863822307,-0.183861733471489,-0.765277082422131,0.382470478614171,-0.540255700934445,0.805410444736481,-1.73441816211947,-1.29646267248368,0.0168681113405773,0.37330421032729,0.21440957102709,-1.29212921030008,0.78727513551712,0.241387873888016,-0.372277323315744,-0.294723423719406,-0.336333149667283,-1.74170899391174,-1.76856960287882,-0.192742535618951,0.222726722943869,-0.392800028730041,0.856626252935008,-1.36427597212237,0.831108982926299,-1.11706377979557,-0.504151596852251,0.296973842052904,-2.42436891309877,-2.3384178646531,-2.24375772476196,-1.75103393578093,-1.41799738186669,0.229430246638144,NA
"594","2007-06",-0.940285388628642,-0.186959278426672,-1.23785154025015,-0.877557609536063,-0.176888223689901,-0.765885273507687,-0.817773924560329,-0.330093469957908,0.924397258505862,-1.78951209939929,-0.445263297173383,1.20510583298094,-0.262831503425675,-0.351257808744138,-0.113008476672456,-0.57824453374704,0.173745935398435,-0.0251306245201829,2.24397468566895,-1.64104011748432,-1.88253533127236,0.777027149226808,0.736486521032121,0.00363117290211548,-1.0617771025404,1.93313038349152,0.636719644069672,-0.0426536414617527,0.0518872330784798,0.0351244310770355,-1.37669706344604,-2.40828236950282,-0.482601832715828,0.196018620249597,0.0614650954965685,0.790159952804429,-0.977637574787364,0.896881911485738,-1.47856601516134,-0.790876238262135,0.375573659763745,-1.81068983606243,-2.61833716073464,-1.90490567684174,-1.67391021438173,-1.87079163160553,1.11893793713113,NA
"595","2007-07",-0.989493314425151,-0.553869224053163,-0.773160181088901,-0.907217308551744,0.513458885787719,-1.42720266033207,0.0562427551218796,0.165898743906693,0.779849684963885,-1.32737471101027,0.334242068123465,2.12216732594621,0.592383254665814,-0.723346533937096,-0.177707649524133,0.91963230130426,0.0592657322330134,0.243006051509675,3,-1.52276487733301,-1.91400637838672,1.54587186956941,1.62716990930063,-0.198407869538385,-1.29599278390781,3,1.54976427555084,1.72282231099752,0.872196694850922,1.2134165409,-1.36999070644379,-2.60281537578011,-0.738899048386917,-0.434930188426687,1.19643263611637,1.04388077343834,0.0327019019514904,0.894124427788526,-1.64111369831501,-1.03714930582988,1.06077804748332,-1.58932206631998,-2.25372604985327,-2.25566911697388,-1.74887970718732,-1.73499223503668,2.11312394999958,NA
"596","2007-08",-0.704698355992635,-1.1883861190877,-1.27295225628499,-1.69496898577998,-0.213528179250762,-1.19774009227091,-1.21550597907226,0.238145668335069,0.781560857711654,-2.04403501154662,-0.0433766088600222,1.39873589545427,0.589281067206041,-0.697984286290966,-0.107970269513443,1.25790232729268,0.527499475176372,0.208053341724222,3,-1.87804638530221,-2.2467810417206,2.15125357871262,1.90575995268645,-0.0355430232374135,-1.58615111519263,3,0.774868845939636,0.287472985099976,0.242097769975662,0.38017755888209,-1.65413641929626,-2.99355507771903,-1.48090847886815,-0.263975397666869,0.319212030782746,1.25420259606195,-1.00441921194641,0.984675968328272,-1.77777247868837,-1.32452316499663,0.905032330744541,-2.05548829040445,-2.53723458113899,-2.16744303703308,-1.55369638134021,-2.13572006867804,1.92692332599184,NA
"597","2007-09",-1.29511191050212,-1.35179107391883,-0.698274593305454,-1.80965506609625,0.0698207461894853,-1.3043777809259,-1.47853780727207,0.213882675918315,0.871512533547847,-1.32518121382004,0.565268571043704,1.90901507734033,0.92874630232314,-1.07295109802468,-0.257554381011603,1.45022516970045,0.71053162359056,-0.0812454762927525,3,-1.64809478268004,-1.71520716801096,1.19237195177048,1.14712978292395,0.28593217000485,-1.92380863440354,3,1.19463980197906,0.0754142419091698,0.587670560598373,0.461823054009771,-1.96262204647064,-2.45986444687625,-1.56589321038419,-0.280148650948227,0.94562829976362,1.39515565798316,-0.309135610036648,0.952726844545694,-1.26680102003477,-1.02964537227728,1.057920817955,-1.30885940874127,-1.92268143564634,-3,-1.77954941482987,-1.75725006563571,1.68002135811886,NA
"598","2007-10",-1.48513657251994,-0.677977961084621,-0.521591783673572,-1.01642959347259,0.0500845842689066,-1.29223595239118,-1.36824164022741,-0.191256458304154,0.191007137220157,-1.09453757248633,0.305672097596691,1.20862533799954,0.722280162564765,-1.02005474447627,-0.496797306476233,0.820074927165708,1.06561018739428,-0.393930432258297,1.78269720077515,-1.03303146564314,-0.92529024576055,0.500907119197835,0.287324353500649,0.670072353379127,-1.70680495771313,1.42688238620758,0.875235438346863,0.250653834015536,0.327411675691605,0.425208826804152,-2.43780922889709,-2.03979267045992,-0.79517739314345,-0.131062953312636,0.591385846861888,1.15373844287076,-0.193725203648586,-0.0989892716786405,-0.903374046630304,-0.329580463921566,0.429047112504109,-0.883152313183343,-1.32663926166756,-2.8498432636261,-2.17119672701684,-1.72869196908321,0.939701263574198,NA
"599","2007-11",-1.61315368016561,-0.212418026645264,-0.250616319083715,-0.59643239684449,0.106570954739067,-0.599458511391403,-1.00002300869408,0.0687944797898551,0.29739587828517,-0.764820375485926,0.650123728694374,0.982465561182221,0.911592112929107,-0.67598466225124,-1.02748994076428,0.842725302291486,0.348179286434537,-0.452303471191042,1.29726707935333,-0.942463825948453,-0.600896523864822,0.000432860850121427,-0.189620082715043,0.841098463520456,-1.44078812186115,1.03650486469269,1.58113658428192,0.330876350558939,0.304348963737488,0.519043341659021,-2.34762620925903,-1.57657127679306,-0.215526429143971,0.370161757947346,0.642071458567036,1.08507269742163,-0.0901237162580994,-1.144519745751,-0.480912883364542,0.307307516287958,0.331029690067856,-0.88887998755549,-1.03153964922548,-2.4752893447876,-1.9982900160201,-1.46095236121175,0.736234560316592,NA
"600","2007-12",-1.88001173337301,-0.0719366441559997,-0.0724035558888494,-0.413295734583319,0.0462866615013982,-0.334226647616625,-0.88612425843141,0.0134820241769114,0.561677344496313,-0.648288526083141,0.877848628093717,0.757060167333587,0.681995396474778,-0.451939883414152,-1.35068507455328,0.68435761470637,0.761989733529469,-0.490876684630938,0.607572972774506,-0.764725171194443,-0.271907694961668,-0.385278024638518,-0.642355720202128,0.922466066951154,-1.62702781364619,0.255148023366928,1.9671905040741,0.220038653612897,0.56472381067276,0.37867680803122,-3,-1.30512272057548,-0.188251481451724,0.438475655177474,0.63364041729479,0.768826582393994,-0.0852735654377265,-1.76048152199721,-0.316253773612774,0.326949829422219,0.159765725179564,-1.0523861824885,-0.705963695427259,-2.80747771263123,-1.62625094670002,-1.24712547752157,0.512346191045365,NA
"601","2008-01",-1.44846806526184,-0.00218387940061478,-0.298680901267932,-0.610463459465557,0.0689926021452874,-0.318123640942742,-1.19140373178993,0.215519769580239,0.53502240463307,-0.959483982273057,0.821098467173136,0.475343888527609,0.245223949916825,-0.287119948894184,-1.19684739721741,0.65974991046992,0.540818825600639,-0.21061048760506,0.942772090435028,-0.959641062810147,-0.359523160929053,0.245796718363121,-0.0570628305000287,1.11247558439612,-1.4985788003495,0.805812120437622,1.50816583633423,-0.233240221429642,0.577061217069626,-0.180932475808216,-2.56840467453003,-1.52409713443266,-0.372335780702321,0.596621806118032,0.565441451014065,0.699132915267425,-0.286522742727571,-1.00022889292962,-0.415429306066003,0.325476954735639,0.358782151828737,-1.31345049689805,-1.18013580971376,-2.7266538143158,-1.70604349161457,-1.57840971092956,0.944832462753791,NA
"602","2008-02",-1.81491192181905,-0.492709832291613,-0.655470443487316,-1.14937455448448,-0.281648085639357,-0.456201036775597,-1.37785864403683,-0.0562501313434513,-1.40426946130434,-1.4151451959409,0.392228804508569,0.253741898976556,0.450323380203403,-0.639824343628464,-1.30056636565317,0.841175147772018,0.366244911674469,-0.634473963768867,0.366650581359863,-1.42878705373649,-0.787536866019755,-0.0386369603510469,-0.193928855988714,1.40102964721213,-1.65144800010957,0.28727188706398,1.17448759078979,-0.250853172534076,0.335311588287354,-0.119898140285131,-2.3212776184082,-1.98025149030423,-0.916148484055537,0.431404289490264,0.337328809345029,0.912959644521246,-0.530410029110591,-0.983891979211437,-0.680701071664782,-0.0423169648671423,0.419042618794314,-1.58141801210034,-1.5369206054805,-3,-1.73720659404843,-1.84963150447339,0.358657002387458,NA
"603","2008-03",-1.85788297653198,-0.242627872991788,-0.658688247134557,-1.17062549959845,0.170541129752965,-0.598663856931739,-0.660638241196761,0.129798429669666,-1.49826412153871,-1.24699928270443,0.580819254298404,0.648605336123936,0.840863921405833,-0.758349875950465,-1.54844781784265,1.08891386828699,0.37604299849934,-0.474314417359987,0.465982884168625,-1.46375128467593,-0.732500839065727,0.498353011283321,0.234911271819362,1.23695555606839,-1.5705691106183,0.355846107006073,2.90914988517761,0.232850014749332,0.696559658527374,0.459875744229411,-1.97108793258667,-1.90988149446085,-0.56016504257349,0.499206223235172,0.568295213441705,1.0543473987497,-0.325913681534826,-0.832426607006728,-0.64501934253117,-0.0263465089462398,0.639253268957139,-1.69972218245365,-1.45588523417649,-3,-1.99914371253914,-1.67649905666877,0.67061129629333,NA
"604","2008-04",-2.04853421847026,-0.00208298566219537,0.102691439275088,-0.757580425859892,0.543598161302602,0.0795854457023878,-0.263724250985588,1.30470338441745,-1.790543314344,-0.444487157994639,1.34434191950003,0.883528782619289,0.89133700733161,-0.313257168617028,-1.58044078242128,1.18052164050399,0.0813687368044777,0.00398994669468164,0.792724847793579,-1.03073231488551,-0.22921105540808,0.831356203833507,0.581981694256818,0.943110152594146,-1.15606814867483,0.701686859130859,3,0.427745701730961,1.1624886598587,0.614830664615061,-1.27731120586395,-1.51884290723626,-0.245960356874598,0.924844826331248,0.908725796602259,0.933527871804111,0.10164567992059,-0.360073772010258,-0.101857790371801,0.364519287271975,0.856200942338802,-1.29339113214809,-0.929433338639632,-3,-2.24666599306776,-1.07388047920946,1.23422810345198,NA
"605","2008-05",-1.5508473555247,-0.206480491592696,-0.29517580840959,-1.2161873875536,0.239821740773734,-0.283679640675739,0.0839433774043842,0.973849745197623,-1.84551184428366,-0.55782497736568,0.607951517244331,0.55823992349375,0.482806788909401,-0.723350128239735,-1.05435197112604,0.791011116293427,-0.227113311252897,-0.0285116167028228,0.674675524234772,-1.47399979798893,-0.591047197340323,0.5100662298766,0.389975483770724,0.880534219132359,-1.32493612647084,0.550732672214508,2.91180777549744,0.38670300460693,0.613133684158325,0.28293294391831,-1.3354948759079,-1.22278545281938,-0.385789791032499,0.600921277252668,0.465531020611525,0.675503244947044,-0.0217606441031108,-0.162516747150028,0.00116775966164219,0.179894692164662,0.557659868352822,-1.53489549827731,-0.959395616440907,-3,-2.09269734415034,-0.573901447026658,0.624060829800039,NA
"606","2008-06",-1.18406539758046,0.229275057974615,-0.123842088400331,-0.329804659858083,-0.0163885045589672,-0.325345937396519,0.00223230138368029,0.635194517416879,-1.72218281846297,-0.763552721227333,0.218044451179495,-0.0730544562864828,0.661290398607443,-0.864876081355592,-0.888160762410719,1.45425380402747,0.0934435092504062,-0.192771487974919,0.141510903835297,-0.651065906523125,0.125110145737907,0.275447744560812,0.22414403601929,1.09892057631943,-1.15158196370997,0.12193825095892,1.97367203235626,0.355940748900682,0.37048126912117,0.239091980077118,-1.14090442657471,-0.871438587805547,0.140315925168062,0.360763494315345,0.0880050510977257,0.744829288538978,-0.567309309979356,-0.449996556744083,0.327087642868126,0.119336240807249,0.701401586810511,-1.06464291950597,-0.673570666664002,-2.5886378288269,-2.0985576618996,-0.646006174509896,0.201434221984014,NA
"607","2008-07",-0.69767705599467,0.386206877328124,0.345845350623131,-0.030037741731632,-0.133349895210863,0.0961675453857719,-0.564917174760199,0.96275039289396,-1.70467737944503,-0.542032741942935,-0.145860582071334,-0.76936000395711,0.489521742801374,-0.614519329896493,-0.774309689911138,0.937397399535691,0.129150771787242,-0.323581481466863,-0.266132980585098,-0.291543747036996,0.929509225468778,0.0450139356343889,-0.155141035163844,1.41144255245326,-0.921964755403842,-0.357061207294464,2.13108801841736,-0.805271842933836,0.245059844613075,-0.315395418126441,-1.11031091213226,-0.145977435026329,0.407839630324251,0.615394641722583,-0.194926368691475,0.549305891330397,-0.679320651761911,-0.460267932654806,0.830772112387674,0.529092543835789,0.270557907473617,-0.653471750393913,0.389591213040412,-1.9121710062027,-2.06688043490375,-0.196602844653163,-0.125285500631776,NA
"608","2008-08",-1.22126004695892,0.178626237324013,0.215003831381099,-0.318816215443916,0.0437304533702544,-0.514540097880291,-0.0657187904836941,0.380783726483464,-1.68577456223337,-0.41911594009229,-0.22047325350952,-0.193241900848015,1.19964065870697,-0.8119205714084,-0.992896317457244,1.70689455717259,0.25158368382189,-0.390320322541187,0.0675453469157219,-0.575057784427014,0.431838098627781,0.938287369424247,0.470523915908955,1.12645372450819,-1.10993287845715,-0.0101882657036185,1.63053262233734,-0.195188709504548,-0.127715067386627,0.600215877078839,-1.16469836235046,-0.321531160408773,0.240320858238249,-0.142004941122788,0.0926488086899305,0.526593712743916,-0.438434757644908,-0.543378296519636,0.076009708774059,-0.00207650313499769,0.800735476514225,-0.677169605928149,0.220963814320327,-1.7583703994751,-2.0964841848098,-0.462946546247734,0.298143521304789,NA
"609","2008-09",-1.15270237922668,0.171992124096766,-0.250339167756589,-0.429348856590677,-0.0005480329652399,-0.545942259872555,0.336891909860911,0.631568258133831,-1.67864465211567,-1.10476589980011,-0.612493163562971,-0.47741865892047,1.11209043795671,-0.610709255517027,-1.00368949222455,1.33830950680375,0.188604385843353,-0.271337897499712,0.405863732099533,-0.840690013053537,0.321688310947069,1.38876633965327,0.806015517976549,1.31132623846508,-0.992616578607988,0.358595252037048,1.50085544586182,-0.387872579956655,0.104878198266029,0.40597009031484,-1.04617238044739,-0.0653685734874999,0.14805513435116,-0.223640207107102,-0.208854477433233,0.276794311851739,-0.697745101965562,-0.499221581745851,-0.117442994618873,-0.150053686797938,0.414463763047933,-1.40388313287371,-0.381173881784953,-1.17208635807037,-1.77907469034905,-0.167081300695288,0.668737505783281,NA
"610","2008-10",-1.18341107368469,-0.441679338973604,-0.21467696222852,-0.943985668832185,0.184628639978001,-0.896042420267432,0.300838236388787,1.56709709457307,-1.56272486981593,-0.813665463920764,-0.117736565022814,0.0760728482515046,1.14862621738302,-1.00764148222618,-0.766504317671876,1.72807868909031,0.285747768860015,0.0224956442745412,1.01311004161835,-1.09676861110035,-0.15584113299779,2.42746859219684,3,1.0675219104451,-0.944699403233118,0.892245054244995,1.75144600868225,-0.333445707953402,0.514449700593948,0.347887697683144,-0.955180466175079,-0.460894981302344,-0.571498025807971,-0.775807822977162,0.333951662586686,0.549552521214361,-0.431364455006563,-0.370008977457826,-0.406999473249878,-0.769130630597705,0.835664851930952,-1.49506538941697,-0.358223895299285,-0.937034428119659,-1.6959187335536,-0.285725021451638,1.2183845036755,NA
"611","2008-11",-0.425755813469489,-0.740308640945537,-0.291886520364428,-1.0924496402387,0.212845846646647,-1.4423235251454,0.0575979584849562,1.43768041774236,-1.90781892538071,-1.08091057909883,-0.432591388729526,0.173203396983064,1.2397322451512,-1.34146570082869,-0.527167176090482,1.8660059564813,0.339547984183781,0.302742651583873,0.946796894073486,-1.00487236328055,-0.380848317545038,2.44851763218905,3,0.480492549233881,-0.333714628732633,0.812403082847595,0.785187721252441,-0.551797518182806,0.364131725072861,0.237974440638697,0.0301910620182753,-0.765424007842665,-0.854015212005644,-1.16015316949424,0.428069187226435,0.517363006038748,-0.697591871459727,-0.448590169591183,-0.682324118432333,-1.20966491430893,0.707584288843383,-1.00201614506196,-0.596479991069044,-0.231817632913589,-2.21378296239918,-0.622100504875465,1.23126550092489,NA
"612","2008-12",-0.233731056253115,-0.313053538381812,-0.0195130544144716,-0.786852841731572,-0.04939418739079,-1.58113010828358,0.162327341275129,1.54306793177706,-1.87532345746693,-0.840724892018556,-0.555900907755404,-0.133168394692196,1.41046595714633,-1.11281847167724,-0.208501572923005,1.67505115176792,0.3225868093589,0.434484755614763,0.954834759235382,-0.688256603380089,-0.275684447119861,2.11490998661041,3,0.264040668780326,0.357628660652642,0.741839110851288,0.557441413402557,-0.404582399256578,-0.0559718420505524,0.451826585744423,1.18598341941833,-0.839748899287769,-0.469374616681343,-0.749583800723406,0.157310741860292,0.352727316135156,-0.519713950399503,-0.179731343628503,-0.694661874132601,-0.983615044918742,0.833690742434817,-0.365192711417879,-0.314122239006042,0.582413911819458,-2.39617812987886,-0.495000339990076,1.21601545479404,NA
"613","2009-01",-0.0399397025505702,0.254133801432213,0.21128387209306,-0.274915784140367,-0.0668218218701229,-1.36731487351088,0.150018325272833,1.46815176517135,-0.556463831584705,-0.906537529620068,-0.849235628974172,-0.358674876223812,1.29031948999531,-0.29507574455617,0.0424482354839276,1.45711308358607,0.698378403035421,0.454403515286647,1.05739057064056,-0.224711963514748,-0.0693370502601849,1.44724160273338,1.24486532917729,0.850405786572162,0.628284767670535,0.883582711219788,0.408866673707962,-0.448877641809534,-0.0601816007643938,0.468493142836365,0.69564026594162,-0.799729684408788,-0.0566256805531569,-0.22050959135436,-0.144725522472233,0.105899958824152,-0.745734261840106,0.346214682545071,-0.647363763588437,-0.759087627894696,0.343595962855552,-0.0751425666756774,-0.285355892547237,0.58141702413559,-2.17937647569463,-0.496440283881104,0.602525257102389,NA
